t_sec,force_x,force_y,force_z,torque_x,torque_y,torque_z,imputed,trial_id,smoothed_sigma_s
14.559,1.2179482464513581e-102,1.700824564865408e-61,1.124233627994971e-23,-3.079267835708989e-22,-4.9559806807719765e-172,1.2901950353390336e-118,0,pressure_servo_20250725_115412.db3_export,0.05
14.609,9.467097647565077e-104,-9.79152414434459e-169,5.0384655630915704e-23,-1.3800321003940525e-21,-3.4001923169270495e-179,1.0590565770036561e-119,0,pressure_servo_20250725_115412.db3_export,0.05
14.659,8.877406728416007e-99,-1.61434941293548e-168,8.307025345559171e-23,-2.275288278168649e-21,-2.791047816559481e-180,-2.348098493463133e-132,0,pressure_servo_20250725_115412.db3_export,0.05
14.709,3.9058073157175486e-80,-2.319862473447685e-35,5.0384655630915704e-23,-1.3800321003940546e-21,-1.1908570857261356e-219,3.650132505561233e-126,0,pressure_servo_20250725_115412.db3_export,0.05
14.759,4.758247403540049e-79,-2.8261710572439047e-34,1.124233627994971e-23,-3.0792678357092744e-22,-2.6571613226187388e-220,4.4467937491648624e-125,0,pressure_servo_20250725_115412.db3_export,0.05
14.809,2.132498538240991e-78,-1.266601993815578e-33,9.228271580690791e-25,-2.527616960580662e-23,-2.1811308367400485e-221,1.99291832628465e-124,0,pressure_servo_20250725_115412.db3_export,0.05
14.859,3.5158956997348525e-78,-2.0882736487149358e-33,9.355024732061617e-75,-2.107158497228132e-34,-1.0427983688775215e-230,3.2857690381824154e-124,0,pressure_servo_20250725_115412.db3_export,0.05
6.948,3.7040944054264265e-15,4.511643429686544e-57,-5.724958694227131e-128,5.399370714233848e-116,2.2087431392214096e-144,3.349258566349049e-134,0,pressure_servo_20250725_145127.db3_export,0.05
6.998,2.246646823361165e-15,7.438442488338683e-57,-2.565748480805463e-127,8.902057287298164e-116,2.690799726481069e-143,2.0314280077958773e-134,0,pressure_servo_20250725_145127.db3_export,0.05
7.048,5.01294665493538e-16,4.511643429686544e-57,-4.230204095570507e-127,5.399370666400146e-116,1.2059327664628016e-142,2.4452230323051792e-120,0,pressure_servo_20250725_145127.db3_export,0.05
7.098,4.1148771927204855e-17,1.0066837209985698e-57,-2.565748480805463e-127,1.2047624404386194e-116,-2.355754902195508e-121,1.391838345492055e-107,0,pressure_servo_20250725_145127.db3_export,0.05
7.148,-1.3267698016122105e-104,8.26336318528689e-59,-5.724958694227131e-128,9.889292321508322e-118,-2.869896986889438e-120,1.6956062238209535e-106,0,pressure_servo_20250725_145127.db3_export,0.05
7.198,-1.6163365095384501e-103,1.7610173990435924e-166,-4.699332265375118e-129,-1.438714894594008e-161,1.49459607435474e-10,7.599179880891784e-106,0,pressure_servo_20250725_145127.db3_export,0.05
7.248,-7.24391766878685e-103,3.929360942727682e-167,1.8500208162536065e-140,-1.1809691014293182e-162,1.820790764951774e-09,1.2528929509500456e-105,0,pressure_servo_20250725_145127.db3_export,0.05
7.298,-1.1943201143729365e-102,3.2254158757660343e-168,2.253786742118528e-139,1.1369130072694012e-188,8.160218070656851e-09,7.599179880889881e-106,0,pressure_servo_20250725_145127.db3_export,0.05
7.348,-7.24391766878685e-103,5.065581387823591e-130,1.0100771409025436e-138,6.895725963349839e-189,1.3453925106643513e-08,1.6956062238196429e-106,0,pressure_servo_20250725_145127.db3_export,0.05
7.398,-1.6163365095384501e-103,6.171141466461283e-129,1.6653356672539947e-138,-9.709402739701386e-152,8.160218070656851e-09,1.3918383455115387e-107,0,pressure_servo_20250725_145127.db3_export,0.05
7.448,-1.3267698016122105e-104,2.765713726174954e-128,1.0100771409025436e-138,-1.1828474023844993e-150,1.820790764951774e-09,2.736491142014644e-117,0,pressure_servo_20250725_145127.db3_export,0.05
7.498,1.1800406609612757e-165,4.559891049011957e-128,2.253786742118528e-139,-5.30115427514438e-150,1.49459607435474e-10,1.2264102442243956e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.548,2.8404590006374536e-195,2.7657137257701256e-128,1.8500208162536065e-140,-8.74012581269346e-150,2.935592846945544e-158,2.0220086562573e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.598,4.683125172912105e-195,6.171141417143015e-129,-2.241127055291017e-171,-5.30115427514438e-150,2.409681348018521e-159,1.2264102442243956e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.648,4.330052043701322e-168,4.3268129787384486e-82,-2.7302516816251977e-170,-1.1828474023844993e-150,1.89123289676694e-221,3.483887155018001e-117,0,pressure_servo_20250725_145127.db3_export,0.05
7.698,5.275083287192311e-167,5.271137298257456e-81,1.9146263969255527e-93,-3.047901418845372e-88,2.303993334314698e-220,9.329772286293838e-117,0,pressure_servo_20250725_145127.db3_export,0.05
7.748,2.3641283113332763e-166,2.3623598417851755e-80,2.3324924517549006e-92,-3.7131040627903296e-87,-1.1890171476234754e-180,4.080643965213112e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.798,3.8977886335595484e-166,1.318216127732619e-60,1.0453505927675972e-91,-1.6640977895235283e-86,-1.4485194220095917e-179,6.727844503600973e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.848,2.3641283113332763e-166,1.605916001500455e-59,1.7234917576349253e-91,-2.743633422112506e-86,-6.491813661792839e-179,4.110754836898757e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.898,5.275083287192311e-167,7.197216191805599e-59,1.0453505927675972e-91,-1.6640977895235283e-86,1.903962231762513e-170,1.277340253928613e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.948,4.330052043701322e-168,1.186620342525726e-58,2.3324924517549006e-92,-3.7131040627903296e-87,1.183267601873004e-86,1.7187374912219364e-116,0,pressure_servo_20250725_145127.db3_export,0.05
7.998,-4.153898851101322e-191,7.197216191805599e-59,1.9146263969255527e-93,-3.047901418845372e-88,1.4415150413713957e-85,2.710494290099871e-116,0,pressure_servo_20250725_145127.db3_export,0.05
8.048,1.6610852601686327e-151,1.605916001500455e-59,-2.9554631607276503e-94,1.4467947083534138e-103,6.460422205642106e-85,1.6439978899216008e-116,0,pressure_servo_20250725_145127.db3_export,0.05
8.098,2.0236161150217933e-150,1.318216127732619e-60,-3.6004912106646203e-93,6.484084031450443e-103,1.0651435508145578e-84,3.6682551246188754e-117,0,pressure_servo_20250725_145127.db3_export,0.05
8.148,9.069218225253145e-150,-1.0407757289886489e-127,-1.6136282106683894e-92,1.0690447263659384e-102,6.460422205642106e-85,3.011087168564501e-118,0,pressure_servo_20250725_145127.db3_export,0.05
8.198,1.495261299659613e-149,-6.31262389516382e-128,-2.660423153930761e-92,6.484084031450443e-103,1.4415150413713957e-85,2.900304409002973e-88,0,pressure_servo_20250725_145127.db3_export,0.05
8.248,9.069218225253145e-150,-1.4085367806847082e-128,-1.6136282106683894e-92,1.4467947083534138e-103,1.183267601873004e-86,3.5332940946880385e-87,0,pressure_servo_20250725_145127.db3_export,0.05
8.298,2.0236161150217933e-150,-1.156197397042151e-129,-3.6004912106646203e-93,1.1876014164425404e-104,-1.0555293657863596e-35,1.5835125526453409e-86,0,pressure_servo_20250725_145127.db3_export,0.05
8.348,1.6610852601686327e-151,1.3942156124278749e-164,1.0114488977860293e-93,1.7360389267975322e-121,-1.2858980124037494e-34,2.61077082796703e-86,0,pressure_servo_20250725_145127.db3_export,0.05
8.398,-2.8197620633024535e-197,1.144441866275603e-165,1.5922461299503107e-92,1.425027529172102e-122,-5.762995067759325e-34,1.5835125526453409e-86,0,pressure_servo_20250725_145127.db3_export,0.05
8.448,8.14569021244333e-146,-2.3855539796973396e-195,7.13595207788639e-92,-8.5467185935809e-203,-9.501572551154725e-34,3.5332940946880385e-87,0,pressure_servo_20250725_145127.db3_export,0.05
8.498,9.923482181885227e-145,-1.4587148866399805e-196,1.1765195977508069e-91,0.0011737723884724,-5.762995067759325e-34,2.900304409002973e-88,0,pressure_servo_20250725_145127.db3_export,0.05
8.548,4.4473961634249554e-144,6.084754500093586e-196,7.13595207788639e-92,0.0142994750338065,-1.2858980124037494e-34,8.307458096284069e-177,0,pressure_servo_20250725_145127.db3_export,0.05
8.598,7.332516653868867e-144,2.726997773875977e-195,1.5922461299503107e-92,0.0640858009705828,-1.0555293657863596e-35,1.369668286879354e-176,0,pressure_servo_20250725_145127.db3_export,0.05
8.648,4.4473961634249554e-144,4.49605923494122e-195,1.3069952138587942e-93,0.1056596232100549,9.928966325429867e-32,8.307458096284069e-177,0,pressure_servo_20250725_145127.db3_export,0.05
8.698,9.923482181885227e-145,2.726997773875977e-195,-1.3574458670953316e-145,0.0640858009705828,1.2095957229557756e-30,1.8536444554502344e-177,0,pressure_servo_20250725_145127.db3_export,0.05
8.748,8.14569021244333e-146,-3.791945069368863e-169,-2.2380498767143782e-145,0.0142994750338065,5.4210319310985685e-30,1.5215640257483008e-178,0,pressure_servo_20250725_145127.db3_export,0.05
8.798,3.9929875927290266e-178,-4.6195347906943785e-168,-2.196555505211366e-112,0.0011737723884724,8.937770653946802e-30,5.259029262064158e-157,0,pressure_servo_20250725_145127.db3_export,0.05
8.848,8.901169606547372e-179,-2.070331858153089e-167,-2.675952417658744e-111,9.608695921830931e-183,5.4210319310985685e-30,6.406809222425946e-156,0,pressure_servo_20250725_145127.db3_export,0.05
8.898,-3.1301623999998275e-162,-1.921610000004041e-124,-1.1992786702965917e-110,4.7094921440221655e-186,1.2095957229557756e-30,-1.147477663040405e-65,0,pressure_servo_20250725_145127.db3_export,0.05
8.948,-3.8133184534018994e-161,-2.3410002219876635e-123,-1.977276253214957e-110,5.7373359602238895e-185,9.928966325429867e-32,-1.3979139700031868e-64,0,pressure_servo_20250725_145127.db3_export,0.05
8.998,-1.709010763432974e-160,-1.0491635108541095e-122,-1.1992786702965917e-110,-1.0441908570697148e-131,-1.14365406166436e-68,-6.265015760636175e-64,0,pressure_servo_20250725_145127.db3_export,0.05
9.048,-2.817682397527409e-160,-1.7297781967875998e-122,-2.675952417658744e-111,-1.272084881007359e-130,-1.3932558699362027e-67,-1.0329264745832405e-63,0,pressure_servo_20250725_145127.db3_export,0.05
9.098,-1.709010763432974e-160,-1.0491635108541647e-122,-2.196555505211366e-112,-5.701088907752976e-130,-6.244139604477756e-67,-6.265015760636175e-64,0,pressure_servo_20250725_145127.db3_export,0.05
9.148,-3.8133184534018994e-161,-2.341000221990143e-123,9.251832420934651e-184,-9.399506548364893e-130,-1.0294845783123758e-66,-1.3979139700031868e-64,0,pressure_servo_20250725_145127.db3_export,0.05
9.198,-3.1301623999998275e-162,-1.921610014930175e-124,1.144564322285765e-192,-5.701088907752976e-130,-6.244139604477919e-67,-1.147477663040405e-65,0,pressure_servo_20250725_145127.db3_export,0.05
9.248,-2.2649679630813466e-110,-1.813643213481388e-131,9.395156081977515e-194,-1.272084881007359e-130,-1.3932558699363148e-67,-4.0998284422855646e-193,0,pressure_servo_20250725_145127.db3_export,0.05
9.298,-2.759295853142536e-109,-8.12712908195943e-131,-9.907220701167956e-207,6.30753355647351e-110,-1.143654061664615e-68,4.040199807607405e-168,0,pressure_servo_20250725_145127.db3_export,0.05
9.348,-1.2366306066858049e-108,-1.3399283914801097e-130,-9.347997578779356e-84,7.684148945867311e-109,-1.4171204327534905e-167,4.921970975621256e-167,0,pressure_servo_20250725_145127.db3_export,0.05
9.398,-2.038859185241691e-108,-8.127073758108853e-131,-1.138819240481502e-82,3.443796634554326e-108,3.9552431218077744e-125,2.2234040315764326e-166,0,pressure_servo_20250725_145127.db3_export,0.05
9.448,-1.2366306066858049e-108,-1.8133952691849305e-131,-5.1038337431566435e-82,5.677860763355234e-108,4.818472544453717e-124,2.8594841471979018e-42,0,pressure_servo_20250725_145127.db3_export,0.05
9.498,-2.759295853142536e-109,-1.4885254817562956e-132,-8.414799254459413e-82,3.443796634554326e-108,2.1594895738202268e-123,3.4835648353965767e-41,0,pressure_servo_20250725_145127.db3_export,0.05
9.548,-2.2649679630813466e-110,-3.0260184129999345e-200,-5.1038337431566435e-82,7.684148945867311e-109,3.5603963942125626e-123,1.5612254448610855e-40,0,pressure_servo_20250725_145127.db3_export,0.05
9.598,3.4748079412322883e-162,-1.3568671440003033e-199,-1.138819240481502e-82,6.30753355647351e-110,-3.179244007144208e-70,2.574025599300742e-40,0,pressure_servo_20250725_145127.db3_export,0.05
9.648,2.107577552970317e-162,-3.94286245984012e-128,-9.347997578779356e-84,-2.2831084110070995e-169,-3.873112091663703e-69,1.5612254448610855e-40,0,pressure_servo_20250725_145127.db3_export,0.05
9.698,4.7026411691950267e-163,-4.8033898104886706e-127,-3.058110035454585e-180,3.911285811562476e-188,-1.735808412940341e-68,3.4835648353965767e-41,0,pressure_servo_20250725_145127.db3_export,0.05
9.748,3.860162939020636e-164,-2.370622595252001e-114,-1.4576953046050591e-64,3.21003163882458e-189,-2.861864252274973e-68,2.8594841471979018e-42,0,pressure_servo_20250725_145127.db3_export,0.05
9.798,1.756004526568874e-158,-2.8880095449742026e-113,-1.775836424489695e-63,1.5134656675131316e-135,-1.735808412940341e-68,3.3489860442643857e-125,0,pressure_servo_20250725_145127.db3_export,0.05
9.848,2.1392514539893268e-157,-1.2943160812741514e-112,-7.958746694343693e-63,1.8437786354210776e-134,-3.873112091663703e-69,2.749015148348984e-126,0,pressure_servo_20250725_145127.db3_export,0.05
9.898,9.58745986004878e-157,4.1340076168176273e-109,-1.3121754963078778e-62,8.263242558489477e-134,-3.179244007144208e-70,2.9888237153370533e-199,0,pressure_servo_20250725_145127.db3_export,0.05
9.948,1.5807049003246099e-156,5.0387225542742344e-108,-7.958746694343693e-63,1.3623783771136148e-133,-2.7235063554049583e-154,3.129629162519669e-65,0,pressure_servo_20250725_145127.db3_export,0.05
9.998,9.58745986004878e-157,2.2582538992084785e-107,-1.775836424489695e-63,8.263242558489477e-134,-2.0035000217813098e-110,3.812668837163734e-64,0,pressure_servo_20250725_145127.db3_export,0.05
10.048,2.1392514539893268e-157,3.723235762727029e-107,-1.4576953046050591e-64,-2.988868642676646e-99,-2.440762691562009e-109,1.7087196256335245e-63,0,pressure_servo_20250725_145127.db3_export,0.05
10.098,1.756004526568874e-158,2.2582567872180232e-107,-8.814804591184044e-132,-3.641187418874423e-98,-1.093873947806237e-108,2.817202392444752e-63,0,pressure_servo_20250725_145127.db3_export,0.05
10.148,1.11959861994675e-196,5.038851985882362e-108,-3.9505213393475335e-131,-1.6318669858221972e-97,-1.803493245212865e-108,1.7087196256335245e-63,0,pressure_servo_20250725_145127.db3_export,0.05
10.198,3.724663549433952e-175,4.136141583271833e-109,-1.6179555617625224e-83,-2.6904938104783607e-97,-1.093873947806237e-108,3.812668837163734e-64,0,pressure_servo_20250725_145127.db3_export,0.05
10.248,4.537569119663148e-174,-8.583242285576312e-144,-1.971073385985853e-82,-1.6318669858221972e-97,-2.476113120489629e-107,3.129629162519669e-65,0,pressure_servo_20250725_145127.db3_export,0.05
10.298,2.0335973929497847e-173,-1.0456529730728813e-142,-8.833738050807038e-82,-3.641187418874423e-98,-2.986989086891068e-106,-1.646372633361344e-143,0,pressure_servo_20250725_145127.db3_export,0.05
10.348,3.3528352777966365e-173,-4.686291500787234e-142,-1.4564371824158644e-81,-2.988868642676646e-99,-1.3385858437523771e-105,-1.3514249534389062e-144,0,pressure_servo_20250725_145127.db3_export,0.05
10.398,2.0335973929497847e-173,-7.726388478049139e-142,-8.833738050807038e-82,9.596616903117407e-124,-2.2069549532526223e-105,1.213487487589401e+33,0,pressure_servo_20250725_145127.db3_export,0.05
10.448,4.537569119663148e-174,-4.686291500787234e-142,-1.971073385985853e-82,2.752033915495962e-122,-1.3385858437523771e-105,1.4783303988947112e+34,0,pressure_servo_20250725_145127.db3_export,0.05
10.498,3.724663549433952e-175,-1.0456529730728813e-142,-1.6179555617625224e-83,2.8952895655400973e-121,-2.98678873688889e-106,6.625417191074938e+34,0,pressure_servo_20250725_145127.db3_export,0.05
10.548,-5.537317485035677e-148,2.071449297572836e-120,-2.7079408684205034e-200,1.2689299758596027e-120,-9.456231729614304e+34,1.0923466250187546e+35,0,pressure_servo_20250725_145127.db3_export,0.05
10.598,-6.745833681994489e-147,2.5235418557584536e-119,-1.642449161385889e-200,2.0851688904911782e-120,-1.1520048593703882e+36,6.625417191074938e+34,0,pressure_servo_20250725_145127.db3_export,0.05
10.648,-3.023272908291308e-146,1.1309729953493297e-118,-3.664799444156877e-201,1.2640257655504963e-120,-5.162927587216608e+36,1.4783303988947112e+34,0,pressure_servo_20250725_145127.db3_export,0.05
10.698,-5.964421396533246e-110,1.864659234019877e-118,-3.008250573304823e-202,2.8200733903225385e-121,-8.512228532128513e+36,1.213487487589401e+33,0,pressure_servo_20250725_145127.db3_export,0.05
10.748,-7.266152764235686e-109,1.1309729953493297e-118,-2.5589664899443442e-222,2.3145213962393686e-122,-5.162927587216608e+36,-2.0957152805071857e-91,0,pressure_servo_20250725_145127.db3_export,0.05
10.798,-1.4196917758439494e-94,-2.091986843816104e-34,-3.117459380938955e-221,-1.657095498715578e-126,-1.1520048593703882e+36,-9.392344267189524e-91,0,pressure_servo_20250725_145127.db3_export,0.05
10.848,-1.729538648527896e-93,-2.548561709066081e-33,-1.3971483634776983e-220,-3.697479840096492e-127,-9.456231729614304e+34,-1.5485357775053779e-90,0,pressure_servo_20250725_145127.db3_export,0.05
10.898,-7.751254457834721e-93,-1.1421861156603552e-32,-2.3035082251895552e-220,-3.03507627586214e-128,2.345687697918236e-07,-9.392344267189524e-91,0,pressure_servo_20250725_145127.db3_export,0.05
10.948,-1.2779658099241283e-92,-1.8831465439875843e-32,-1.3971483634776983e-220,3.121911325309532e-78,2.8576326213585347e-06,-2.0957152805071857e-91,0,pressure_servo_20250725_145127.db3_export,0.05
10.998,-7.751254457834716e-93,-1.1421861156603552e-32,8.494362531211217e-166,3.8032665866435146e-77,1.2807020886184058e-05,-1.72026785916516e-92,0,pressure_servo_20250725_145127.db3_export,0.05
11.048,-1.7295386485278907e-93,-2.548561709066081e-33,1.0348252023647558e-164,2.466201680695726e-35,2.111520774935246e-05,3.061934213660371e-153,0,pressure_servo_20250725_145127.db3_export,0.05
11.098,-1.419691775843917e-94,-2.091986843816104e-34,-6.955660942036648e-161,-6.91615394679064e-27,1.2807020886184058e-05,1.857156978570199e-153,0,pressure_servo_20250725_145127.db3_export,0.05
11.148,7.133004304413537e-166,-5.783634345466349e-176,-8.478615057924641e-160,-8.42560060017398e-26,2.8576326213585347e-06,4.1426617948676977e-154,0,pressure_servo_20250725_145127.db3_export,0.05
11.198,3.196790742976452e-165,-9.509449366945707e-176,-3.800147953065214e-159,-3.776092250229282e-25,2.345687697918236e-07,3.253417957555419e-155,0,pressure_servo_20250725_145127.db3_export,0.05
11.248,7.577516038106338e-141,-5.7656259439565484e-176,-6.265450877588875e-159,-6.225723636215602e-25,-3.688576135674629e-131,-6.63665083109895e-156,0,pressure_servo_20250725_145127.db3_export,0.05
11.298,9.23130433713642e-140,-1.2864100708988087e-176,-3.800193481276952e-159,-3.7760922694248727e-25,-2.2372345169710081e-131,-1.0941987376493866e-155,0,pressure_servo_20250725_145127.db3_export,0.05
11.348,4.137183585758927e-139,8.680133023584948e-121,-2.938627524761714e-115,-8.425600732357827e-26,-4.991944960613361e-132,-6.636015662177405e-156,0,pressure_servo_20250725_145127.db3_export,0.05
11.398,6.821062689111021e-139,1.0574566813792644e-119,-3.579981207316658e-114,-6.916154247235511e-27,-4.0976379522252624e-133,-1.473099128441495e-156,0,pressure_servo_20250725_145127.db3_export,0.05
11.448,4.1371841478995856e-139,4.7391920512934093e-119,-3.836734488307921e-69,1.6603006034379373e-155,-1.6358082327065743e-92,-4.676899650059256e-87,0,pressure_servo_20250725_145127.db3_export,0.05
11.498,9.231313778187942e-140,7.813606740900419e-119,-4.6740994732633995e-68,7.440951067903497e-155,-1.9928223915816866e-91,-5.6976301741663066e-86,0,pressure_servo_20250725_145127.db3_export,0.05
11.548,7.577573300978421e-141,2.162161028200068e-93,-2.094786052299748e-67,1.2268054299891331e-154,-8.931210331476608e-91,-2.5535006878389493e-85,0,pressure_servo_20250725_145127.db3_export,0.05
11.598,1.2777073877330022e-146,2.6340513668115742e-92,-3.4537183219925463e-67,7.440951067903497e-155,-1.4725076446602224e-90,-4.210010898787485e-85,0,pressure_servo_20250725_145127.db3_export,0.05
11.648,1.0488068029799532e-147,1.1804999221348469e-91,-2.094786052299748e-67,1.6603006034379373e-155,-8.931210331476608e-91,-2.5535006878389493e-85,0,pressure_servo_20250725_145127.db3_export,0.05
11.698,3.2096395387591253e-153,1.9463153316835682e-91,-4.6740994732633995e-68,1.2031742636655935e-100,-1.9928223915816866e-91,-5.6976301741663066e-86,0,pressure_servo_20250725_145127.db3_export,0.05
11.748,-3.4344890998257067e-124,1.1804999221348473e-91,-3.836734488307921e-69,1.4657663200779943e-99,-1.6358082327065743e-92,-4.676899650059256e-87,0,pressure_servo_20250725_145127.db3_export,0.05
11.798,-4.1840642716728595e-123,2.634051366811584e-92,-3.12142751596566e-124,6.569108896363192e-99,-1.1592306387866034e-136,-2.650691986625336e-193,0,pressure_servo_20250725_145127.db3_export,0.05
11.848,-1.8751675115948247e-122,2.1621610282005187e-93,-3.8026771862025296e-123,1.2478671436667257e-52,-2.5865931985060783e-137,-4.307955352341025e-194,0,pressure_servo_20250725_145127.db3_export,0.05
11.898,-3.091628562492217e-122,7.444601326221732e-106,-9.026699503727028e-83,1.5202133941480182e-51,-9.699102499504304e-137,-4.038872773576963e-127,0,pressure_servo_20250725_145127.db3_export,0.05
11.948,-1.8751675115948247e-122,4.515378953690813e-106,-1.0996771218923959e-81,6.813123753134708e-51,-1.1557266429799198e-135,-4.920354317215104e-126,0,pressure_servo_20250725_145127.db3_export,0.05
11.998,-4.1840642716728595e-123,1.0075172290678806e-106,-4.9284109380859705e-81,1.1232942051705478e-50,-8.267787593967922e-117,2.268598879955812e-78,0,pressure_servo_20250725_145127.db3_export,0.05
12.048,-3.4344890998257067e-124,8.27020503615913e-108,-8.12557594437351e-81,6.813123753134708e-51,-1.0072227243189333e-115,2.7637192154320345e-77,0,pressure_servo_20250725_145127.db3_export,0.05
12.098,-1.0459526360052555e-218,-9.9609977513855e-199,-4.9284109380859705e-81,1.5202133941480182e-51,-4.514059074976292e-115,1.2386130201285039e-76,0,pressure_servo_20250725_145127.db3_export,0.05
12.148,-4.684926211936305e-218,-1.6422908870020637e-198,-1.0996771218923959e-81,1.2478671436667257e-52,-7.4424252141103575e-115,2.0421276324519902e-76,0,pressure_servo_20250725_145127.db3_export,0.05
12.198,-2.7566923502818142e-202,1.1830807042472632e-100,-9.026699503727028e-83,7.799497343699666e-98,-4.514059074976292e-115,1.2386130201285039e-76,0,pressure_servo_20250725_145127.db3_export,0.05
12.248,-3.955198872832788e-142,1.4412873534517097e-99,1.649809044541946e-188,1.7403030903684407e-98,-1.0072227243189333e-115,2.7637192154320345e-77,0,pressure_servo_20250725_145127.db3_export,0.05
12.298,-4.818418638166663e-141,6.459401779181002e-99,-1.774066578222261e-142,1.4285277511529362e-99,-8.267787593967922e-117,-1.7527235233616586e-49,0,pressure_servo_20250725_145127.db3_export,0.05
12.348,-2.159465414698476e-140,1.0649753109333971e-98,-2.161007204755021e-141,-1.06136099253438e-107,3.638026083015137e-184,-2.1352543738136323e-48,0,pressure_servo_20250725_145127.db3_export,0.05
12.398,-3.5603565625546503e-140,6.459401779181002e-99,-9.683050008394908e-141,-2.3682164823949263e-108,-1.2731000159894706e-172,-9.569546189512104e-48,0,pressure_servo_20250725_145127.db3_export,0.05
12.448,-2.159465414698476e-140,1.4412873534516847e-99,-1.5956079901872566e-140,-1.94395046698482e-109,-1.5509533256173046e-171,-1.5777514353595966e-47,0,pressure_servo_20250725_145127.db3_export,0.05
12.498,-4.818418638166663e-141,1.1830807042442822e-100,-9.663721118638284e-141,1.8419123138711808e-152,-6.950890568023576e-171,-9.569546189512104e-48,0,pressure_servo_20250725_145127.db3_export,0.05
12.548,-3.955198872832788e-142,-1.3360193744429353e-111,-2.147697028610349e-141,3.0368000106439065e-152,-1.0787041383582956e-56,-2.1352543738136323e-48,0,pressure_servo_20250725_145127.db3_export,0.05
12.598,7.45340083477165e-165,2.209830964558385e-38,-1.7438134556055096e-142,1.8419123138711808e-152,-1.3141306650935784e-55,-1.7527235233616586e-49,0,pressure_servo_20250725_145127.db3_export,0.05
12.648,-2.5534257440327746e-89,2.692125237990807e-37,2.4833275283646918e-145,4.1098618957344193e-153,-5.8895250387459806e-55,-4.701753357976869e-172,0,pressure_servo_20250725_145127.db3_export,0.05
12.698,-3.1107093705784053e-88,1.206526825508466e-36,9.29699836545137e-161,8.15182094630481e-102,-9.710185205701495e-55,-2.107179663587023e-171,0,pressure_servo_20250725_145127.db3_export,0.05
12.748,-1.394123218711944e-87,1.9892264408861105e-36,4.1666255961394256e-160,9.930950944709444e-101,-5.8895250387459806e-55,-3.474151932542665e-171,0,pressure_servo_20250725_145127.db3_export,0.05
12.798,-2.298520604667309e-87,1.206526825508466e-36,6.869604247398674e-160,4.450743430696779e-100,-1.3141306650935784e-55,-2.107179663587023e-171,0,pressure_servo_20250725_145127.db3_export,0.05
12.848,-1.394123218711944e-87,2.692125237990807e-37,4.1666255961394256e-160,7.338035364618641e-100,-1.0787041383582956e-56,-4.701753357976869e-172,0,pressure_servo_20250725_145127.db3_export,0.05
12.898,-3.110709370578413e-88,2.209830964558385e-38,2.8650642383612823e-154,4.450743430696779e-100,-8.28497646262925e-141,-3.859434179194428e-173,0,pressure_servo_20250725_145127.db3_export,0.05
12.948,-2.553425744033116e-89,-2.245116325489015e-183,3.49036165311156e-153,9.930950944709444e-101,-1.0093167572055129e-139,4.7605955443428176e-194,0,pressure_servo_20250725_145127.db3_export,0.05
12.998,-5.625586329735545e-102,-3.631930613454316e-183,1.564271563807543e-152,8.15182094630481e-102,-4.523443879277004e-139,-5.610213550478554e-106,0,pressure_servo_20250725_145127.db3_export,0.05
13.048,-3.412090587844872e-102,-1.396722237128682e-183,2.579047800334977e-152,-9.148913665125689e-140,-7.457898140582299e-139,-6.834639269696177e-105,0,pressure_servo_20250725_145127.db3_export,0.05
13.098,-7.613403193067765e-103,3.301285347890045e-183,1.564271563005051e-152,-3.120948019184629e-76,-4.523443879277004e-139,-3.063072811470069e-104,0,pressure_servo_20250725_145127.db3_export,0.05
13.148,-6.249461906261541e-104,6.227710773041333e-183,3.4903616095149096e-153,-3.802093039538621e-75,-1.0093167572055129e-139,-5.0501532979739464e-104,0,pressure_servo_20250725_145127.db3_export,0.05
13.198,-1.35730597416533e-199,3.802238513192058e-183,2.865062701288753e-154,-1.703979881970867e-74,-8.28497646262925e-141,-3.063072811470069e-104,0,pressure_servo_20250725_145127.db3_export,0.05
13.248,-2.237819230454739e-199,8.483940883904901e-184,-8.072760992487029e-144,-2.809387876250463e-74,-6.878746401792455e-196,-6.834639269696177e-105,0,pressure_servo_20250725_145127.db3_export,0.05
13.298,-8.910323642481813e-138,6.964042758239016e-185,-9.834636203717582e-143,-1.703979881970867e-74,-4.1721705930750804e-196,-5.610213550478554e-106,0,pressure_servo_20250725_145127.db3_export,0.05
13.348,-1.0854996396244807e-136,5.626552171567624e-196,-4.407578158495212e-142,-3.802093039538621e-75,-9.309370925994125e-197,-3.020584446515359e-130,0,pressure_servo_20250725_145127.db3_export,0.05
13.398,-4.864871870760943e-136,-4.893605282398576e-213,-7.266867862184357e-142,-3.120948019184629e-76,-7.641596996495909e-198,1.1663771709503965e-181,0,pressure_servo_20250725_145127.db3_export,0.05
13.448,-8.020817732554291e-136,-2.0413841936546667e-157,-4.407578158495212e-142,-4.020497792891687e-191,-3.939114793901146e-186,-2.2215413518581023e-151,0,pressure_servo_20250725_145127.db3_export,0.05
