t_sec,angular_x,angular_y,angular_z,linear_x,linear_y,linear_z,imputed,trial_id,smoothed_sigma_s
10.701,-1.56277452296911,1.7531002592662425e+28,1.2674351742392322,-1.866112370445968e+16,1.586427238478747,-4.6294256227840265e-06,0,pressure_servo_20250728_145201.db3_export,0.05
10.751,-1.5627833833294238,1.7531002592662425e+28,1.2674648727532607,-1.231842690033959e-07,1.586471291812673,220247313489.50943,0,pressure_servo_20250728_145201.db3_export,0.05
10.801,-1.562774498934776,8.095490547050974e+27,1.267500931304416,-5.690736862815e-08,1.5865248030986423,2903408879936.6235,0,pressure_servo_20250728_145201.db3_export,0.05
10.851,-1.5627243629290268,1.5980492080200035e+27,1.2675518472983451,-88193984928.8374,1.5866003741206558,14708257432744.305,0,pressure_servo_20250728_145201.db3_export,0.05
10.901,-1.5626356405199675,1.2122510450530046e+26,1.267617089527047,-1162616673694.7725,1.5866972113028273,31851127203269.56,0,pressure_servo_20250728_145201.db3_export,0.05
10.951,-1.5625558240123063,2615652462786645.0,1.2676716588489567,-5889651109931.463,1.586778209102791,31851127203269.56,0,pressure_servo_20250728_145201.db3_export,0.05
11.001,-1.5624932619524905,5664265741331048.0,1.2677122184065766,-12754197942420.926,1.5868384201896248,14708257432744.305,0,pressure_servo_20250728_145201.db3_export,0.05
11.051,-1.562452350416356,5703433562781034.0,1.267736012611573,-12842391927349.764,1.5868737701757103,-1.5827850068238787e+30,0,pressure_servo_20250728_145201.db3_export,0.05
11.101,-1.5624270477611262,3131982032505505.0,1.2677458442469698,-7052267783626.236,1.5868884088976172,-2.086505379354779e+31,0,pressure_servo_20250728_145201.db3_export,0.05
11.151,-1.5624063810854416,3131982032505504.5,1.2677461280302709,-7052267783626.234,1.5868888300806543,-1.0569940205950903e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.201,-1.562385479495003,5703433562781022.0,1.2677397535832262,-12842391927349.764,1.5868793224185551,-2.2889489905259336e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.251,-1.5623655420948408,-3.458662760055769e+23,1.2677320204596232,1.9368359767132e+17,1.5868678106132028,-2.3047768491709515e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.301,-1.5623491238342588,-4.559380166708015e+24,1.267723914199419,2.553395099075736e+18,1.5868557753347492,-1.2656446715727232e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.351,-1.5623487586680371,-2.3097173025153287e+25,1.26771615327977,1.2935165954471594e+19,1.5868442913254428,-1.265645131164154e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.401,-1.562360728293328,-5.001754962747411e+25,1.2677097377001925,2.801145233068416e+19,1.5868348247958766,-2.3047780806383386e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.451,-1.5623605459744474,-5.001754962751328e+25,1.2677097377001925,2.801145241887815e+19,1.5868348247958768,-2.288950230570137e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.501,-1.562346172931614,-2.309717302566961e+25,1.2677162949071905,1.293516711708831e+19,1.5868445021811917,-1.0569945932291342e+32,0,pressure_servo_20250728_145201.db3_export,0.05
11.551,-1.5623341798782349,-4.559380169323667e+24,1.2677257103883215,2.553400988727334e+18,1.5868584492472808,-2.086506509797249e+31,0,pressure_servo_20250728_145201.db3_export,0.05
11.601,-1.5553962841396256,-3.458662816698426e+23,1.2621206103529086,1.9369635187144995e+17,1.5798458110694542,-1.5827858648900668e+30,0,pressure_servo_20250728_145201.db3_export,0.05
11.651,-1.471007143461556,-400719.7813193083,1.193670752483006,3606706.6128620887,1.4941680338081105,-2.5503019554427408e+20,0,pressure_servo_20250728_145201.db3_export,0.05
11.701,-1.0928656695384045,-243048.83332350227,0.8868335840277163,2187578.14128916,1.1100884000879352,-4.9600207589224186e+19,0,pressure_servo_20250728_145201.db3_export,0.05
11.751,-0.4694299688713587,-54231.525103362095,0.3809322427175052,488114.6610030548,0.4768297193454085,-3.762581476866082e+18,0,pressure_servo_20250728_145201.db3_export,0.05
11.801,-0.0912982669029237,-4451.59466348141,0.0740866206068971,40066.89127674057,0.092737502991709,-111407802.20032698,0,pressure_servo_20250728_145201.db3_export,0.05
11.851,-0.0069257203663495,0.0,0.0056200762031635,0.0,0.0070348981966656,-8451193.115083497,0,pressure_servo_20250728_145201.db3_export,0.05
11.901,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
11.951,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.001,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.051,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.101,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.151,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.201,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.251,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.301,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.351,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.401,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.451,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.501,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.551,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.601,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.651,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.701,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.751,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.801,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.851,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.901,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
12.951,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.001,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.051,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.101,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.151,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.201,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.251,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.301,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.351,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.401,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.451,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.501,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.551,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.601,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.651,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.701,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.751,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.801,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.851,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.901,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
13.951,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.001,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.051,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.101,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.151,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.201,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.251,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.301,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.351,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.401,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.451,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.501,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.551,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.601,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.651,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.701,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.751,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.801,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.851,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.901,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
14.951,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.001,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.051,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.101,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.151,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.201,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.251,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.301,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.351,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.401,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.451,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.501,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.551,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.601,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.651,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.701,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.751,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.801,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.851,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.901,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
15.951,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.001,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.051,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.101,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.151,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.201,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.251,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.301,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.351,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.401,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.451,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.501,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.551,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.601,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.651,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.701,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.751,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.801,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.851,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.901,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
16.951,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.001,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.051,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.101,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.151,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.201,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.251,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.301,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.351,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
17.401,0.0,0.0,0.0,0.0,0.0,0.0,0,pressure_servo_20250728_145201.db3_export,0.05
5.926,0.0,-1.1109766207690289e-23,1.1017520451923712,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
5.976,0.0,-1.4953753748763525e-23,1.4829590891479711,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.026,0.0,-1.5811463304411764e-23,1.5680178779154936,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.076,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.126,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.176,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.226,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.276,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.326,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.376,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.426,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.476,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.526,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.576,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.626,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.676,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.726,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.776,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.826,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.876,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.926,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
6.976,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.026,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.076,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.126,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.176,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.226,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.276,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.326,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.376,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.426,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.476,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.526,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.576,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.626,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.676,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.726,0.0,-1.5881868392106853e-23,1.5749999284744265,0.0,0.0,0.0,0,pressure_servo_20250728_145331.db3_export,0.05
7.776,-0.0069222557791573,-1.581146330441176e-23,1.568017877915494,427071327382951.7,-0.0064817147044788,9.734770221917805e+16,0,pressure_servo_20250728_145331.db3_export,0.05
7.826,-0.0912525950031866,-1.4953753748763522e-23,1.4829590891479714,5629865194015377.0,-0.0854451649467955,1.2832854965926746e+18,0,pressure_servo_20250728_145331.db3_export,0.05
7.876,-0.4694555453555523,-1.153005812878086e-23,1.107582557546762,2.16219050609006e+31,-0.4395695987345547,6.500942245518028e+18,0,pressure_servo_20250728_145331.db3_export,0.05
7.926,-1.0957517980121867,-1.0312597895925449e-23,0.5501085771816143,2.850306328842257e+32,-1.025895434832336,1.4077965343612383e+19,0,pressure_servo_20250728_145331.db3_export,0.05
7.976,-1.488008949653882,4.126381898128692e+23,0.4873559115645208,1.4439247443407752e+33,-1.392693464825013,1.4078133876259916e+19,0,pressure_servo_20250728_145331.db3_export,0.05
8.026,-1.5968570288668082,5.439600445163763e+24,0.928595150935311,3.126857883351954e+33,-1.4938730822065878,6.503163926125997e+18,0,pressure_servo_20250728_145331.db3_export,0.05
8.076,-1.622766428898738,2.755624405215898e+25,1.2464686073933122,3.126857883351954e+33,-1.518023819080285,1.294540215327043e+18,0,pressure_servo_20250728_145331.db3_export,0.05
8.126,-1.63387535314641,5.967378790880278e+25,1.3283834180687597,1.4439247443407752e+33,-1.5289758798581026,1.2172009845213546e+17,0,pressure_servo_20250728_145331.db3_export,0.05
8.176,-1.6393420441734987,5.967378790880278e+25,1.3414214338021355,2.8503063288422564e+32,-1.5345532205160386,2.4372396234119664e+16,0,pressure_servo_20250728_145331.db3_export,0.05
8.226,-1.6411734949809482,2.755624405215898e+25,1.3440603442595005,2.162190506090057e+31,-1.536485953033322,1.1254718737482942e+16,0,pressure_servo_20250728_145331.db3_export,0.05
8.276,-1.6418177713967474,5.439600695393599e+24,1.3450383147845866,1.1412192931292556e+27,-1.5371946463004904,-1.115479431141809e+26,0,pressure_servo_20250728_145331.db3_export,0.05
8.326,-1.6420350003629156,4.126414884661714e+23,1.3453726808966546,1.50441164395147e+28,-1.5374352153177526,-1.4704800864607032e+27,0,pressure_servo_20250728_145331.db3_export,0.05
8.376,-1.641847195159455,1.6710509596391617e+19,1.3450725861162671,7.621135933337536e+28,-1.537194547177834,1.5053108480497818e+28,0,pressure_servo_20250728_145331.db3_export,0.05
8.426,-1.641190054642357,3.6187058135194575e+19,1.3440361214593075,1.6503774913929484e+29,-1.53639275875314,2.805055816119923e+29,0,pressure_servo_20250728_145331.db3_export,0.05
8.476,-1.6399604593113957,3.6187058135194575e+19,1.3421080846184252,1.6503774913929484e+29,-1.5349263531516208,1.4865900179634452e+30,0,pressure_servo_20250728_145331.db3_export,0.05
8.526,-1.6381110355550437,1.6710509596391614e+19,1.3392146074498723,7.621135933337536e+28,-1.532740080554726,3.2467347157025086e+30,0,pressure_servo_20250728_145331.db3_export,0.05
8.576,-1.6359796220716163,3.298653302220372e+18,1.3358801489174463,1.50441164395147e+28,-1.530221008234253,3.2527134795189594e+30,0,pressure_servo_20250728_145331.db3_export,0.05
8.626,-1.633668079255425,2.50229836027468e+17,1.3322642484135,1.1412192931292532e+27,-1.5274900515799148,1.5026100083361762e+30,0,pressure_servo_20250728_145331.db3_export,0.05
8.676,-1.6317625372483036,2.560486923715674e+18,1.32928971353326,-31803377161162.004,-1.5252573528622635,2.966371199357769e+29,0,pressure_servo_20250728_145331.db3_export,0.05
8.726,-1.629918702782598,3.375360340834256e+19,1.3264233525007183,-142532847368381.72,-1.5231320705711893,2.2502352488039528e+28,0,pressure_servo_20250728_145331.db3_export,0.05
8.776,-1.6278921154246473,1.7099096570356115e+20,1.3233087747178995,-234996934875927.5,-1.520833392803681,1.046297544553158e+20,0,pressure_servo_20250728_145331.db3_export,0.05
8.826,-1.6258442938399753,3.702855368243206e+20,1.3205067073928225,-142532840500713.5,-1.5187616469300351,7.937634912351719e+18,0,pressure_servo_20250728_145331.db3_export,0.05
8.876,-1.6228084464637371,3.702855368243023e+20,1.3175191596202704,-31803369656930.207,-1.5165456551344507,-1.7025325447488747e+25,0,pressure_servo_20250728_145331.db3_export,0.05
8.926,-1.6182936833653685,1.7099096570332027e+20,1.313720299939025,-2610576685354.795,-1.5137272949226106,-2.2443624992489443e+26,0,pressure_servo_20250728_145331.db3_export,0.05
8.976,-1.6134982521928556,3.375360340712245e+19,1.3098728029820126,688815.9074574744,-1.510879361322459,-1.136962197789682e+27,0,pressure_servo_20250728_145331.db3_export,0.05
9.026,-1.6086456969287206,2.5604869210735027e+18,1.3003396123538815,41563998685.63906,-1.5080772472293351,-2.462122229833757e+27,0,pressure_servo_20250728_145331.db3_export,0.05
9.076,-1.6044747960336485,-2642207295.323582,1.227184915374048,506352526406.92993,-1.5056584024684243,-2.46212222983626e+27,0,pressure_servo_20250728_145331.db3_export,0.05
9.126,-1.5999276371780455,-1220122127.6182983,0.9104763607651396,2269314583336.276,-1.5028244996255322,-1.1369621977963908e+27,0,pressure_servo_20250728_145331.db3_export,0.05
9.176,-1.5946435743115903,-240852013.6483063,0.3907672620573594,3741467223457.9233,-1.4988651905132755,-2.244362499316543e+26,0,pressure_servo_20250728_145331.db3_export,0.05
9.226,-1.5899037402360476,-18270595.409812227,0.0759694442446303,2269314583340.381,-1.4943542216441277,-1.7025325450619596e+25,0,pressure_servo_20250728_145331.db3_export,0.05
9.276,-1.5852435686462227,-1.966270916464309e-27,0.0057614515477959,506352526411.4152,-1.4891475710190245,2.941411827587224e+26,0,pressure_servo_20250728_145331.db3_export,0.05
9.326,-1.5796531566746697,0.0,0.0,-1.786315859189102e+25,-1.4826869179762183,3.877514365311185e+27,0,pressure_servo_20250728_145331.db3_export,0.05
9.376,-1.5742642817030297,0.0,0.0,-2.533441388485828e+26,-1.4763936816724998,1.9642957579446167e+28,0,pressure_servo_20250728_145331.db3_export,0.05
9.426,-1.5690993694145867,0.0,0.0,-1.4462573733792945e+27,-1.470300595070298,4.253757314699836e+28,0,pressure_servo_20250728_145331.db3_export,0.05
9.476,-1.5645712187403975,0.0,0.0,-3.9938167614696985e+27,-1.4649331139523103,4.253864348931595e+28,1,pressure_servo_20250728_145331.db3_export,0.05
9.526,-1.560551414576762,0.0,0.0,-6.141866823414267e+27,-1.4601512259202407,1.964582557427937e+28,0,pressure_servo_20250728_145331.db3_export,0.05
9.576,-1.5575342747962766,0.0,0.0,-5.384189232213101e+27,-1.4565375111437546,3.880402492118016e+27,0,pressure_servo_20250728_145331.db3_export,0.05
9.626,-1.5549850981869824,0.0,0.0,-2.4036896276526425e+27,-1.4534157830204026,2.954752103966449e+26,0,pressure_servo_20250728_145331.db3_export,0.05
9.676,-1.5526308451699116,0.0,0.0,-1.5022724518888002e+31,-1.449625832377227,2.6368834775060613e+23,0,pressure_servo_20250728_145331.db3_export,0.05
