t_sec,data_0,data_1,data_2,imputed,trial_id,smoothed_sigma_s
12.709,941.7418282699992,392.0356395221742,595.4151048772521,1,pressure_servo_20250725_115412.db3_export,0.05
12.759,947.8350604090116,392.2628762166093,590.4273371916441,0,pressure_servo_20250725_115412.db3_export,0.05
12.809,950.4523545857884,388.5086081932908,591.252805629807,1,pressure_servo_20250725_115412.db3_export,0.05
12.859,950.9613858172104,382.8703937904708,594.970798135807,0,pressure_servo_20250725_115412.db3_export,0.05
12.909,951.0,377.7672046356348,598.2327953643652,1,pressure_servo_20250725_115412.db3_export,0.05
12.959,951.0,373.65137211212,600.5303011574532,0,pressure_servo_20250725_115412.db3_export,0.05
13.009,951.0,370.4228971171754,602.1399745617974,1,pressure_servo_20250725_115412.db3_export,0.05
13.059,951.0,367.8711043734533,603.3116771581638,0,pressure_servo_20250725_115412.db3_export,0.05
13.109,951.0,365.8128716789729,604.2028462407702,1,pressure_servo_20250725_115412.db3_export,0.05
13.159,951.0,364.0088660963505,604.904730317038,0,pressure_servo_20250725_115412.db3_export,0.05
13.209,951.0,362.3128716789729,605.4528462407702,1,pressure_servo_20250725_115412.db3_export,0.05
13.259,951.0,360.8666713252781,605.8205432545142,0,pressure_servo_20250725_115412.db3_export,0.05
13.309,951.0,359.86002543820257,606.0157179197431,1,pressure_servo_20250725_115412.db3_export,0.05
13.359,951.0,359.27694295253525,606.2702933802722,0,pressure_servo_20250725_115412.db3_export,0.05
13.409,951.0,359.0471537592297,606.7971537592296,1,pressure_servo_20250725_115412.db3_export,0.05
13.459,951.0,359.00332478613143,607.5022165240875,0,pressure_servo_20250725_115412.db3_export,0.05
13.509,951.0,359.0,608.2342820802568,1,pressure_servo_20250725_115412.db3_export,0.05
13.559,951.0,358.99556695182474,608.9091633652133,0,pressure_servo_20250725_115412.db3_export,0.05
13.609,951.0,358.9371283210271,609.4842820802567,1,pressure_servo_20250725_115412.db3_export,0.05
13.659,951.0,358.6366534608533,609.9977834759122,0,pressure_servo_20250725_115412.db3_export,0.05
13.709,951.0,357.93712832102705,610.4842820802568,1,pressure_servo_20250725_115412.db3_export,0.05
13.759,951.0,356.98780911751805,610.9091633652133,0,pressure_servo_20250725_115412.db3_export,0.05
13.809,951.0,355.88997456179743,611.2342820802568,1,pressure_servo_20250725_115412.db3_export,0.05
13.859,950.9977834759122,354.3641435564933,611.5044330481752,0,pressure_servo_20250725_115412.db3_export,0.05
13.909,950.9685641605134,352.1399745617974,611.8285895987161,1,pressure_servo_20250725_115412.db3_export,0.05
13.959,950.8205432545142,349.48226780729897,612.4464253396266,0,pressure_servo_20250725_115412.db3_export,0.05
14.009,950.5,346.6085387223109,613.4685641605136,1,pressure_servo_20250725_115412.db3_export,0.05
14.059,950.1794567454856,343.1891198591828,614.3741179148875,0,pressure_servo_20250725_115412.db3_export,0.05
14.109,950.0314358394864,338.9528462407703,614.7028462407702,1,pressure_servo_20250725_115412.db3_export,0.05
14.159,950.0022165240875,334.5505611189391,614.8544804427961,0,pressure_servo_20250725_115412.db3_export,0.05
14.209,950.0,330.8143583948645,615.2971537592296,1,pressure_servo_20250725_115412.db3_export,0.05
14.259,950.0,328.2783624592762,615.911379889301,0,pressure_servo_20250725_115412.db3_export,0.05
14.309,950.0,327.22005087640514,616.4528462407702,1,pressure_servo_20250725_115412.db3_export,0.05
14.359,950.0022165240875,327.0155156686133,616.8172184683829,0,pressure_servo_20250725_115412.db3_export,0.05
14.409,950.0314358394864,327.0,616.9685641605136,1,pressure_servo_20250725_115412.db3_export,0.05
14.459,950.1783484834418,326.9977834759124,617.0,0,pressure_servo_20250725_115412.db3_export,0.05
14.509,950.4842820802568,326.9685641605135,617.0314358394864,1,pressure_servo_20250725_115412.db3_export,0.05
14.559,950.7297066197276,326.8138936822514,617.1805650075295,0,pressure_servo_20250725_115412.db3_export,0.05
14.609,950.7028462407702,326.4056924815406,617.5157179197431,1,pressure_servo_20250725_115412.db3_export,0.05
14.659,950.4977834759125,325.6466278192476,617.911379889301,0,pressure_servo_20250725_115412.db3_export,0.05
14.709,950.2657179197432,324.61002543820257,618.2342820802568,1,pressure_servo_20250725_115412.db3_export,0.05
14.759,945.8794408683052,322.5462714432172,615.7537266554365,0,pressure_servo_20250725_115412.db3_export,0.05
14.809,894.4990186619679,305.3225331938216,582.5607696165063,1,pressure_servo_20250725_115412.db3_export,0.05
14.859,664.5499910969598,227.2534407219856,432.91522491764806,0,pressure_servo_20250725_115412.db3_export,0.05
6.948,277.4648935599525,492.3765071939738,660.3506237339149,0,pressure_servo_20250725_145127.db3_export,0.05
6.998,392.4155355664867,521.9189024109264,888.8182146072672,1,pressure_servo_20250725_145127.db3_export,0.05
7.048,432.4090012362128,389.860404534811,939.725474149827,0,pressure_servo_20250725_145127.db3_export,0.05
7.098,433.556288860342,305.00678916217,943.75,1,pressure_servo_20250725_145127.db3_export,0.05
7.148,419.0177173246625,280.68555816854627,943.5886201106988,0,pressure_servo_20250725_145127.db3_export,0.05
7.198,400.5172046356348,275.28589598716127,943.5,1,pressure_servo_20250725_145127.db3_export,0.05
7.248,382.9334114550306,274.0565213642344,943.4124881513447,0,pressure_servo_20250725_145127.db3_export,0.05
7.298,369.8734058812271,273.5157179197432,943.2657179197432,1,pressure_servo_20250725_145127.db3_export,0.05
7.348,365.8383334999468,273.0908366347866,943.1794567454856,0,pressure_servo_20250725_145127.db3_export,0.05
7.398,373.0186913515264,272.7657179197432,943.2657179197432,1,pressure_servo_20250725_145127.db3_export,0.05
7.448,382.2446116253866,272.5022165240876,943.410271627257,0,pressure_servo_20250725_145127.db3_export,0.05
7.498,384.5868739390013,272.2657179197432,943.4685641605134,1,pressure_servo_20250725_145127.db3_export,0.05
7.548,382.59554007485326,272.0908366347866,943.4091633652132,0,pressure_servo_20250725_145127.db3_export,0.05
7.598,380.86151215409416,272.0157179197432,943.25,1,pressure_servo_20250725_145127.db3_export,0.05
7.648,380.4150159201296,271.99889173795617,943.0897283727428,0,pressure_servo_20250725_145127.db3_export,0.05
7.698,381.0471537592296,271.9685641605135,943.0157179197432,1,pressure_servo_20250725_145127.db3_export,0.05
7.748,381.8874170594133,271.82054325451423,943.0022165240875,0,pressure_servo_20250725_145127.db3_export,0.05
7.798,382.3128716789728,271.49999999999994,943.0157179197432,1,pressure_servo_20250725_145127.db3_export,0.05
7.848,382.97703774177705,271.17945674548565,943.0886201106988,0,pressure_servo_20250725_145127.db3_export,0.05
7.898,384.4685641605135,271.0314358394864,943.2342820802568,1,pressure_servo_20250725_145127.db3_export,0.05
7.948,385.84461377478095,271.0022165240876,943.3205432545144,0,pressure_servo_20250725_145127.db3_export,0.05
7.998,386.2342820802567,270.99999999999994,943.2342820802568,1,pressure_servo_20250725_145127.db3_export,0.05
8.048,386.5590082802133,270.99999999999994,943.088620110699,0,pressure_servo_20250725_145127.db3_export,0.05
8.098,387.7028462407703,270.99999999999994,943.0157179197432,1,pressure_servo_20250725_145127.db3_export,0.05
8.148,388.6529661468133,270.99999999999994,943.0033247861314,0,pressure_servo_20250725_145127.db3_export,0.05
8.198,388.2956670433381,270.99999999999994,943.0314358394862,1,pressure_servo_20250725_145127.db3_export,0.05
8.248,387.18388979366085,270.99889173795617,943.177240221398,0,pressure_servo_20250725_145127.db3_export,0.05
8.298,386.29864047512126,270.9842820802568,943.4685641605134,1,pressure_servo_20250725_145127.db3_export,0.05
8.348,386.53424843297904,270.9091633652133,943.6410865090284,0,pressure_servo_20250725_145127.db3_export,0.05
8.398,388.3443075184593,270.7342820802568,943.4685641605134,1,pressure_servo_20250725_145127.db3_export,0.05
8.448,390.5218539961791,270.5,943.177240221398,0,pressure_servo_20250725_145127.db3_export,0.05
8.498,391.8585387223109,270.2657179197432,943.0314358394864,1,pressure_servo_20250725_145127.db3_export,0.05
8.548,392.6550749805218,270.0908366347867,943.0022165240875,0,pressure_servo_20250725_145127.db3_export,0.05
8.598,393.3271028828245,270.0157179197432,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
8.648,393.3401807266057,270.00110826204383,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
8.698,392.3128716789728,270.0,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
8.748,391.5242740745848,270.0,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
8.798,392.1886150369187,270.0,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
8.848,393.5624407567237,270.0,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
8.898,394.6399745617974,270.0,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
8.948,395.3138936822514,270.0,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
8.998,395.7342820802567,270.0,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.048,396.08197053843617,270.0,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.098,396.4214104012838,270.0,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.148,396.4660628117181,270.0,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.198,396.0471537592297,270.0,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.248,395.8130966649048,269.99889173795617,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.298,396.4228971171754,269.9842820802568,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.348,397.6872145797924,269.9102716272571,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.398,399.2185641605136,269.74999999999994,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.448,400.63111215063424,269.5897283727428,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.498,401.5771028828245,269.5157179197432,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.548,401.8741179148876,269.5022165240876,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.598,401.5943075184593,269.5157179197432,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.648,401.6631440595257,269.588620110699,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.698,402.8128716789729,269.7342820802568,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.748,404.193552907358,269.81943499247046,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.798,404.81138496308125,269.71856416051355,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.848,404.7230570474648,269.49889173795617,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.898,404.2814358394864,269.2657179197432,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
9.948,403.9519666498457,269.0908366347866,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
9.998,404.0943075184593,269.0157179197432,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
10.048,404.5897283727428,269.0011082620438,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
10.098,405.1714104012838,268.99999999999994,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
10.148,405.4483306190171,268.99999999999994,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
10.198,405.045667043338,268.99999999999994,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
10.248,403.8719013908,268.99999999999994,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
10.298,402.0943075184593,268.99999999999994,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
10.348,400.6709018938324,268.99999999999994,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
10.398,400.4228971171754,268.99999999999994,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
10.448,400.8460332815219,268.99999999999994,943.0,0,pressure_servo_20250725_145127.db3_export,0.05
10.498,401.4071791974323,268.99999999999994,943.0,1,pressure_servo_20250725_145127.db3_export,0.05
10.548,402.5423843495561,268.99999999999994,942.998891737956,0,pressure_servo_20250725_145127.db3_export,0.05
10.598,404.2941803274464,268.99999999999994,942.9842820802564,1,pressure_servo_20250725_145127.db3_export,0.05
10.648,404.3444102204628,268.99999999999994,942.9113798893007,0,pressure_servo_20250725_145127.db3_export,0.05
10.698,401.14146127768896,268.99999999999994,942.7657179197432,1,pressure_servo_20250725_145127.db3_export,0.05
10.748,398.4509542517408,268.99999999999994,942.6794567454856,0,pressure_servo_20250725_145127.db3_export,0.05
10.798,399.641461277689,268.99999999999994,942.7657179197432,1,pressure_servo_20250725_145127.db3_export,0.05
10.848,401.36214241316384,268.99999999999994,942.911379889301,0,pressure_servo_20250725_145127.db3_export,0.05
10.898,400.045667043338,268.99999999999994,942.9842820802568,1,pressure_servo_20250725_145127.db3_export,0.05
10.948,397.9911624692239,269.0155156686133,942.9685603557044,0,pressure_servo_20250725_145127.db3_export,0.05
10.998,398.09331245754936,269.2200508764051,942.5698253543958,1,pressure_servo_20250725_145127.db3_export,0.05
11.048,399.4716689019614,270.27171288701334,940.5139447321542,0,pressure_servo_20250725_145127.db3_export,0.05
11.098,400.6137370205285,272.7200508764051,935.727720091238,1,pressure_servo_20250725_145127.db3_export,0.05
11.148,401.41422807057234,276.0155156686133,929.2854580914324,1,pressure_servo_20250725_145127.db3_export,0.05
11.198,402.1315789473684,279.50000000000006,922.4736842105262,1,pressure_servo_20250725_145127.db3_export,0.05
11.248,402.84210526315786,282.99999999999994,915.6315789473684,1,pressure_servo_20250725_145127.db3_export,0.05
11.298,403.55263157894734,286.5,908.7894736842104,1,pressure_servo_20250725_145127.db3_export,0.05
11.348,404.2631578947368,290.0,901.9473684210524,1,pressure_servo_20250725_145127.db3_export,0.05
11.398,404.9736842105263,293.5,895.1052631578946,1,pressure_servo_20250725_145127.db3_export,0.05
11.448,405.6842105263158,297.0,888.2631578947368,1,pressure_servo_20250725_145127.db3_export,0.05
11.498,406.39473684210526,300.4999999999999,881.421052631579,1,pressure_servo_20250725_145127.db3_export,0.05
11.548,407.10526315789474,304.0,874.578947368421,1,pressure_servo_20250725_145127.db3_export,0.05
11.598,407.8157894736842,307.49999999999994,867.7368421052631,1,pressure_servo_20250725_145127.db3_export,0.05
11.648,408.5263157894736,310.99999999999994,860.8947368421052,1,pressure_servo_20250725_145127.db3_export,0.05
11.698,409.2368421052631,314.49999999999994,854.0526315789473,1,pressure_servo_20250725_145127.db3_export,0.05
11.748,409.9473684210525,318.0,847.2105263157894,1,pressure_servo_20250725_145127.db3_export,0.05
11.798,410.6578947368421,321.5,840.3684210526314,1,pressure_servo_20250725_145127.db3_export,0.05
11.848,411.3684210526316,325.00000000000006,833.5263157894736,1,pressure_servo_20250725_145127.db3_export,0.05
11.898,412.078947368421,328.5,826.6842105263157,1,pressure_servo_20250725_145127.db3_export,0.05
11.948,412.78947368421046,331.99999999999994,819.842105263158,1,pressure_servo_20250725_145127.db3_export,0.05
11.998,413.5,335.49999999999994,813.0,1,pressure_servo_20250725_145127.db3_export,0.05
12.048,414.2105263157894,338.99999999999994,806.1578947368421,1,pressure_servo_20250725_145127.db3_export,0.05
12.098,414.92105263157896,342.5,799.3157894736842,1,pressure_servo_20250725_145127.db3_export,0.05
12.148,415.6315789473685,345.99999999999994,792.4736842105264,1,pressure_servo_20250725_145127.db3_export,0.05
12.198,416.34210526315786,349.49999999999994,785.6315789473686,1,pressure_servo_20250725_145127.db3_export,0.05
12.248,417.05263157894734,352.99999999999994,778.7894736842105,1,pressure_servo_20250725_145127.db3_export,0.05
12.298,417.7631578947368,356.49999999999994,771.9473684210525,1,pressure_servo_20250725_145127.db3_export,0.05
12.348,418.47368421052624,360.0,765.1052631578947,1,pressure_servo_20250725_145127.db3_export,0.05
12.398,419.18421052631584,363.5,758.2631578947368,1,pressure_servo_20250725_145127.db3_export,0.05
12.448,419.89473684210526,367.0,751.4210526315791,1,pressure_servo_20250725_145127.db3_export,0.05
12.498,420.60526315789474,370.5,744.5789473684212,1,pressure_servo_20250725_145127.db3_export,0.05
12.548,421.31578947368416,374.0,737.7368421052631,1,pressure_servo_20250725_145127.db3_export,0.05
12.598,422.0263157894736,377.5,730.8947368421053,1,pressure_servo_20250725_145127.db3_export,0.05
12.648,422.7368421052631,381.0,724.0526315789473,1,pressure_servo_20250725_145127.db3_export,0.05
12.698,423.4473684210526,384.5,717.2105263157896,1,pressure_servo_20250725_145127.db3_export,0.05
12.748,424.157894736842,388.0,710.3684210526316,1,pressure_servo_20250725_145127.db3_export,0.05
12.798,424.8684210526315,391.4999999999999,703.5263157894736,1,pressure_servo_20250725_145127.db3_export,0.05
12.848,425.5780140951209,394.9855925934304,696.7156501706112,1,pressure_servo_20250725_145127.db3_export,0.05
12.898,426.27623754126887,398.295667043338,690.2879978285052,1,pressure_servo_20250725_145127.db3_export,0.05
12.948,426.9223977297148,400.8191237477733,685.5713505924132,0,pressure_servo_20250725_145127.db3_export,0.05
12.998,427.471045937315,402.045667043338,683.6173029666311,1,pressure_servo_20250725_145127.db3_export,0.05
13.048,427.90823009191325,402.4867008554743,683.0783647324059,0,pressure_servo_20250725_145127.db3_export,0.05
13.098,428.2342820802567,402.7657179197432,682.437128321027,1,pressure_servo_20250725_145127.db3_export,0.05
13.148,428.4977834759123,403.088620110699,681.5886201106989,0,pressure_servo_20250725_145127.db3_export,0.05
13.198,428.7342820802567,403.4842820802568,680.8128716789728,1,pressure_servo_20250725_145127.db3_export,0.05
13.248,428.90916336521326,403.8094606340761,680.2736181664037,0,pressure_servo_20250725_145127.db3_export,0.05
13.298,428.9842820802567,403.8271028828245,680.0471537592296,1,pressure_servo_20250725_145127.db3_export,0.05
13.348,428.9988917379561,403.18136202487614,680.0011082620437,0,pressure_servo_20250725_145127.db3_export,0.05
13.398,429.0,401.6242566420542,679.9685641605136,1,pressure_servo_20250725_145127.db3_export,0.05
13.448,429.0011082620438,399.588620110699,679.8172184683829,0,pressure_servo_20250725_145127.db3_export,0.05
13.498,429.0157179197432,397.6257433579458,679.4528462407702,1,pressure_servo_20250725_145127.db3_export,0.05
13.548,429.0908366347866,396.1425060157696,678.9091633652133,0,pressure_servo_20250725_145127.db3_export,0.05
13.598,429.2657179197432,395.4386150369187,678.2657179197432,1,pressure_servo_20250725_145127.db3_export,0.05
13.648,429.4988917379561,395.45972448415233,677.6827815316171,0,pressure_servo_20250725_145127.db3_export,0.05
13.698,429.7185641605135,396.0471537592296,677.3128716789728,1,pressure_servo_20250725_145127.db3_export,0.05
13.748,429.82054325451423,396.83827544721527,677.1794567454856,0,pressure_servo_20250725_145127.db3_export,0.05
13.798,429.75,397.67289711717547,677.2185641605134,1,pressure_servo_20250725_145127.db3_export,0.05
13.848,429.6783484834418,399.1742266799637,677.1455195572037,0,pressure_servo_20250725_145127.db3_export,0.05
13.898,429.7657179197432,401.89146127768896,676.7814358394863,1,pressure_servo_20250725_145127.db3_export,0.05
13.948,429.9135964133886,405.1388699849409,676.5383702364571,0,pressure_servo_20250725_145127.db3_export,0.05
13.998,430.0157179197432,408.0142312038516,676.8128716789728,1,pressure_servo_20250725_145127.db3_export,0.05
14.048,430.1761319593543,409.9963639691714,677.3205432545142,0,pressure_servo_20250725_145127.db3_export,0.05
14.098,430.4685641605135,410.8271028828245,677.6556924815407,1,pressure_servo_20250725_145127.db3_export,0.05
14.148,430.6421947710724,410.98780911751805,677.6388699849408,0,pressure_servo_20250725_145127.db3_export,0.05
14.198,430.4842820802568,411.0,677.25,1,pressure_servo_20250725_145127.db3_export,0.05
14.248,430.26696859414096,411.0,676.8533721807523,0,pressure_servo_20250725_145127.db3_export,0.05
14.298,430.2814358394864,411.0,676.7342820802567,1,pressure_servo_20250725_145127.db3_export,0.05
14.348,430.4113798893009,411.0,676.5557911844609,0,pressure_servo_20250725_145127.db3_export,0.05
14.398,430.4685641605135,411.0,676.0,1,pressure_servo_20250725_145127.db3_export,0.05
14.448,430.40916336521326,411.0,675.4486418637142,0,pressure_servo_20250725_145127.db3_export,0.05
14.498,430.25,411.0,675.328589598716,1,pressure_servo_20250725_145127.db3_export,0.05
14.548,430.08972837274285,411.0,675.5044330481752,0,pressure_servo_20250725_145127.db3_export,0.05
14.598,430.0157179197432,411.0,675.7342820802567,1,pressure_servo_20250725_145127.db3_export,0.05
14.648,430.00110826204383,411.0,675.9058385790818,0,pressure_servo_20250725_145127.db3_export,0.05
14.698,430.0,411.0,675.937128321027,1,pressure_servo_20250725_145127.db3_export,0.05
14.748,430.0,411.0,675.7319231438152,0,pressure_servo_20250725_145127.db3_export,0.05
14.798,430.0,411.0,675.2814358394864,1,pressure_servo_20250725_145127.db3_export,0.05
14.848,430.0,411.0,674.9486418637144,0,pressure_servo_20250725_145127.db3_export,0.05
14.898,428.0937892846452,409.1780171999748,672.0526297168525,1,pressure_servo_20250725_145127.db3_export,0.05
14.948,404.87138875700697,386.9817227421625,635.8485729368276,0,pressure_servo_20250725_145127.db3_export,0.05
14.998,,,,1,pressure_servo_20250725_145127.db3_export,0.05
0.099,704.4195992809233,292.401508447363,703.7222906651847,0,pressure_servo_20250725_145323.db3_export,0.05
0.149,948.1208629472716,393.57265232657886,947.2107374175556,1,pressure_servo_20250725_145323.db3_export,0.05
0.199,1002.3575720040876,416.14698586274807,1001.5403535357046,0,pressure_servo_20250725_145323.db3_export,0.05
0.249,1006.5157179197432,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.299,1006.2702933802724,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
0.349,1006.2971537592296,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.399,1006.5022165240875,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
0.449,1006.7342820802568,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.499,1006.9091633652132,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
0.549,1006.9842820802568,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.599,1006.9966752138683,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
0.649,1006.9685641605134,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.699,1006.8205432545142,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
0.749,1006.5,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.799,1006.1805650075296,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
0.849,1006.0471537592296,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.899,1006.0930531588742,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
0.949,1006.2657179197432,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
0.999,1006.4977834759122,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.049,1006.7028462407704,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.099,1006.731923143815,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.149,1006.515717919743,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.199,1006.3578052289276,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.249,1006.5314358394864,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.299,1006.8227597786018,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.349,1006.9685641605134,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.399,1006.9966752138686,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.449,1006.9842820802564,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.499,1006.9113798893007,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.549,1006.7657179197432,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.599,1006.678348483442,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.649,1006.75,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.699,1006.8227597786018,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.749,1006.75,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.799,1006.6783484834418,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.849,1006.7657179197432,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.899,1006.9113798893007,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
1.949,1006.9842820802568,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
1.999,1006.9966752138683,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.049,1006.9685641605134,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.099,1006.8227597786016,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.149,1006.5314358394864,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.199,1006.3578052289276,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.249,1006.515717919743,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.299,1006.7341396679028,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.349,1006.7342820802568,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.399,1006.677240221398,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.449,1006.7657179197432,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.499,1006.9113798893007,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.549,1006.9842820802568,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.599,1006.998891737956,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.649,1007.0,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.699,1007.0,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.749,1007.0,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.799,1007.0,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.849,1007.0,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.899,1007.0,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
2.949,1007.0,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
2.999,1006.9977834759122,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
3.049,1006.9685641605134,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.099,1006.821651516558,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
3.149,1006.5157179197432,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.199,1006.2691851182284,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
3.249,1006.2814358394864,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.299,1006.4124881513446,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
3.349,1006.4842820802568,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.399,1006.4989500675374,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
3.449,1006.5008272589338,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.499,1006.504780875515,418.0,1006.0,0,pressure_servo_20250725_145323.db3_export,0.05
3.549,1006.5139851536704,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.599,1006.5263741190548,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.649,1006.5394736842104,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.699,1006.5526315789472,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.749,1006.565789473684,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.799,1006.578947368421,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.849,1006.5921052631576,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
3.899,1006.6052631578946,418.0,1006.0,1,pressure_servo_20250725_145323.db3_export,0.05
